query_id,system,P@10,R@20,F1,hallucinated_or_out_of_pool,total_tokens,latency_s
litsearch_012,scholarloop_a,0.0,0.0,0.0,0,291,2.3819325000513345
litsearch_013,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_013,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_013,neural_embedding,0.0,0.5,0.0,0,0,0.0
litsearch_013,single_llm,0.0,0.0,0.0,0,903,3.9406989999115467
litsearch_013,scholarloop_a,0.0,0.0,0.0,0,320,2.334239499992691
litsearch_014,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_014,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_014,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_014,single_llm,0.1,1.0,0.18181818181818182,0,879,2.4938138000434265
litsearch_014,scholarloop_a,0.1,1.0,0.18181818181818182,0,256,1.862074900069274
litsearch_015,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_015,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_015,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_015,single_llm,0.0,0.0,0.0,0,1513,10.446218900033273
litsearch_015,scholarloop_a,0.0,1.0,0.0,0,257,1.9117255999008194
litsearch_016,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_016,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_016,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_016,single_llm,0.1,1.0,0.18181818181818182,0,1278,8.060325199970976
litsearch_016,scholarloop_a,0.1,1.0,0.18181818181818182,0,268,2.2945771999657154
litsearch_017,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_017,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_017,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_017,single_llm,0.0,0.0,0.0,0,1186,7.642222100053914
litsearch_017,scholarloop_a,0.0,0.0,0.0,0,250,1.8693549999734387
litsearch_018,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_018,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_018,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_018,single_llm,0.0,0.0,0.0,0,1147,7.487644599983469
litsearch_018,scholarloop_a,0.0,0.0,0.0,0,291,2.3806135000195354
litsearch_019,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_019,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_019,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_019,single_llm,0.1,1.0,0.18181818181818182,0,804,3.413054500008002
litsearch_019,scholarloop_a,0.1,1.0,0.18181818181818182,0,357,2.452036099974066
litsearch_020,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_020,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_020,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_020,single_llm,0.0,0.0,0.0,0,1647,11.607440200052224
litsearch_020,scholarloop_a,0.1,1.0,0.18181818181818182,0,296,2.1471561000216752
litsearch_021,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_021,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_021,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_021,single_llm,0.0,0.0,0.0,0,848,3.4515960999997333
litsearch_021,scholarloop_a,0.0,1.0,0.0,0,277,2.4256892999401316
litsearch_022,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_022,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_022,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_022,single_llm,0.1,1.0,0.18181818181818182,0,1189,6.772325599915348
litsearch_022,scholarloop_a,0.1,1.0,0.18181818181818182,0,364,2.5020429000724107
litsearch_023,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_023,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_023,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_023,single_llm,0.0,0.0,0.0,0,1746,11.790069099981338
litsearch_023,scholarloop_a,0.0,0.0,0.0,0,320,2.123343500075862
litsearch_024,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_024,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_024,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_024,single_llm,0.0,0.0,0.0,0,1392,9.464606199995615
litsearch_024,scholarloop_a,0.0,0.0,0.0,0,252,2.348888300010003
litsearch_025,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_025,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_025,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_025,single_llm,0.1,1.0,0.18181818181818182,0,1005,5.305681199999526
litsearch_025,scholarloop_a,0.1,1.0,0.18181818181818182,0,261,2.0927823000820354
litsearch_026,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_026,bm25,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_026,neural_embedding,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_026,single_llm,0.1,0.5,0.16666666666666669,0,989,6.6106862999731675
litsearch_026,scholarloop_a,0.2,1.0,0.33333333333333337,0,326,2.695755900000222
litsearch_027,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_027,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_027,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_027,single_llm,0.1,1.0,0.18181818181818182,0,1632,11.487507099984214
litsearch_027,scholarloop_a,0.1,1.0,0.18181818181818182,0,249,2.2827249999390915
litsearch_028,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_028,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_028,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_028,single_llm,0.1,1.0,0.18181818181818182,0,946,4.918310899985954
litsearch_028,scholarloop_a,0.1,1.0,0.18181818181818182,0,264,2.0540746999904513
litsearch_029,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_029,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_029,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_029,single_llm,0.1,1.0,0.18181818181818182,0,1464,9.916738900006749
litsearch_029,scholarloop_a,0.1,1.0,0.18181818181818182,0,268,2.1991057000122964
litsearch_030,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_030,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_030,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_030,single_llm,0.0,0.0,0.0,0,1211,7.3028310999507084
litsearch_030,scholarloop_a,0.0,0.0,0.0,0,227,1.599161499994807
litsearch_031,keyword,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_031,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_031,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_031,single_llm,0.1,1.0,0.18181818181818182,0,1279,9.512880600057542
litsearch_031,scholarloop_a,0.1,1.0,0.18181818181818182,0,238,2.633574799983762
litsearch_032,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_032,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_032,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_032,single_llm,0.1,1.0,0.18181818181818182,0,1260,8.121765900054015
litsearch_032,scholarloop_a,0.1,1.0,0.18181818181818182,0,383,3.3563975000288337
litsearch_033,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_033,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_033,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_033,single_llm,0.1,1.0,0.18181818181818182,0,2476,22.02600769989658
litsearch_033,scholarloop_a,0.1,1.0,0.18181818181818182,0,286,2.8302487999899313
litsearch_034,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_034,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_034,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_034,single_llm,0.1,1.0,0.18181818181818182,0,1504,11.263737899949774
litsearch_034,scholarloop_a,0.1,1.0,0.18181818181818182,0,241,1.6755140000022948
litsearch_035,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_035,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_035,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_035,single_llm,0.0,0.0,0.0,0,1390,9.493526199948974
litsearch_035,scholarloop_a,0.0,0.0,0.0,0,286,2.121514099999331
litsearch_036,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_036,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_036,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_036,single_llm,0.0,0.0,0.0,0,1747,12.180661299964413
litsearch_036,scholarloop_a,0.0,0.0,0.0,0,319,2.1516858000541106
litsearch_037,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_037,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_037,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_037,single_llm,0.1,1.0,0.18181818181818182,0,1428,8.836164799984545
litsearch_037,scholarloop_a,0.1,1.0,0.18181818181818182,0,268,2.08444430003874
litsearch_038,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_038,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_038,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_038,single_llm,0.0,0.0,0.0,0,1291,8.973190799937584
litsearch_038,scholarloop_a,0.0,0.0,0.0,0,306,2.2196940999710932
litsearch_039,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_039,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_039,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_039,single_llm,0.0,0.0,0.0,0,1246,7.698971999925561
litsearch_039,scholarloop_a,0.0,0.0,0.0,0,244,1.5905024000676349
litsearch_040,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_040,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_040,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_040,single_llm,0.1,1.0,0.18181818181818182,0,776,2.649173800018616
litsearch_040,scholarloop_a,0.1,1.0,0.18181818181818182,0,297,1.963046499993652
litsearch_041,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_041,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_041,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_041,single_llm,0.0,0.0,0.0,0,1501,9.054193799966015
litsearch_041,scholarloop_a,0.0,0.0,0.0,0,389,2.7415920000057667
litsearch_042,keyword,0.0,0.5,0.0,0,0,0.0
litsearch_042,bm25,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_042,neural_embedding,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_042,single_llm,0.2,1.0,0.33333333333333337,0,1462,7.653340400080197
litsearch_042,scholarloop_a,0.2,1.0,0.33333333333333337,0,284,2.1425357999978587
litsearch_043,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_043,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_043,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_043,single_llm,0.0,0.0,0.0,0,1405,7.595720399986021
litsearch_043,scholarloop_a,0.1,1.0,0.18181818181818182,0,318,2.0050789000233635
litsearch_044,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_044,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_044,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_044,single_llm,0.0,0.0,0.0,0,1073,5.247174800024368
litsearch_044,scholarloop_a,0.0,0.0,0.0,0,229,1.5386207000119612
litsearch_045,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_045,bm25,0.0,1.0,0.0,0,0,0.0
litsearch_045,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_045,single_llm,0.1,1.0,0.18181818181818182,0,2328,16.387861800030805
litsearch_045,scholarloop_a,0.1,1.0,0.18181818181818182,0,244,1.6151197000872344
litsearch_046,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_046,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_046,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_046,single_llm,0.0,0.0,0.0,0,1448,8.27063080004882
litsearch_046,scholarloop_a,0.0,1.0,0.0,0,307,2.1482316000619903
litsearch_047,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_047,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_047,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_047,single_llm,0.1,1.0,0.18181818181818182,0,1453,8.41939029993955
litsearch_047,scholarloop_a,0.1,1.0,0.18181818181818182,0,300,2.075372499995865
litsearch_048,keyword,0.0,1.0,0.0,0,0,0.0
litsearch_048,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_048,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_048,single_llm,0.1,1.0,0.18181818181818182,0,1444,8.317013600026257
litsearch_048,scholarloop_a,0.1,1.0,0.18181818181818182,0,333,2.4185925000347197
litsearch_049,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_049,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_049,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_049,single_llm,0.0,0.0,0.0,0,1330,8.23983259999659
litsearch_049,scholarloop_a,0.0,0.0,0.0,0,332,2.635414799908176
litsearch_050,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_050,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_050,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_050,single_llm,0.1,1.0,0.18181818181818182,0,968,4.391883200034499
litsearch_050,scholarloop_a,0.1,1.0,0.18181818181818182,0,254,1.5968511999817565
litsearch_051,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_051,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_051,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_051,single_llm,0.1,1.0,0.18181818181818182,0,939,3.62173549993895
litsearch_051,scholarloop_a,0.1,1.0,0.18181818181818182,0,298,1.934800900053233
litsearch_052,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_052,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_052,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_052,single_llm,0.1,1.0,0.18181818181818182,0,1234,5.916923200013116
litsearch_052,scholarloop_a,0.1,1.0,0.18181818181818182,0,375,2.366571200080216
litsearch_053,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_053,bm25,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_053,neural_embedding,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_053,single_llm,0.1,0.5,0.16666666666666669,0,1116,6.255186400027014
litsearch_053,scholarloop_a,0.1,0.5,0.16666666666666669,0,258,1.70194239995908
litsearch_054,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_054,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_054,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_054,single_llm,0.1,1.0,0.18181818181818182,0,1502,9.270422799978405
litsearch_054,scholarloop_a,0.1,1.0,0.18181818181818182,0,263,1.719314799993299
litsearch_055,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_055,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_055,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_055,single_llm,0.0,0.0,0.0,0,937,4.79170029994566
litsearch_055,scholarloop_a,0.0,0.0,0.0,0,363,2.1806846000254154
litsearch_056,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_056,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_056,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_056,single_llm,0.0,0.0,0.0,0,1189,5.697237999993376
litsearch_056,scholarloop_a,0.0,0.0,0.0,0,359,2.3206728000659496
litsearch_057,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_057,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_057,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_057,single_llm,0.1,1.0,0.18181818181818182,0,1097,5.390881399973296
litsearch_057,scholarloop_a,0.1,1.0,0.18181818181818182,0,273,1.9134913999587297
litsearch_058,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_058,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_058,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_058,single_llm,0.0,0.0,0.0,0,2079,13.69063670001924
litsearch_058,scholarloop_a,0.0,0.0,0.0,0,292,2.085973000037484
litsearch_059,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_059,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_059,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_059,single_llm,0.0,0.0,0.0,0,1186,5.837454399908893
litsearch_059,scholarloop_a,0.0,0.0,0.0,0,287,1.9939792999066412
litsearch_060,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_060,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_060,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_060,single_llm,0.1,1.0,0.18181818181818182,0,566,1.348170599900186
litsearch_060,scholarloop_a,0.1,1.0,0.18181818181818182,0,263,2.062049899948761
litsearch_061,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_061,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_061,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_061,single_llm,0.0,0.0,0.0,0,889,4.18139489996247
litsearch_061,scholarloop_a,0.0,0.0,0.0,0,283,2.238495900062844
litsearch_062,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_062,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_062,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_062,single_llm,0.0,0.0,0.0,0,1601,11.501140799955465
litsearch_062,scholarloop_a,0.0,0.0,0.0,0,458,3.7210388999665156
litsearch_063,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_063,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_063,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_063,single_llm,0.0,0.0,0.0,0,979,4.581514599965885
litsearch_063,scholarloop_a,0.0,0.0,0.0,0,415,3.930108700064011
litsearch_064,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_064,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_064,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_064,single_llm,0.1,1.0,0.18181818181818182,0,912,4.620665700058453
litsearch_064,scholarloop_a,0.1,1.0,0.18181818181818182,0,346,2.6050621999893337
litsearch_065,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_065,bm25,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_065,neural_embedding,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_065,single_llm,0.1,0.5,0.16666666666666669,0,956,5.008420400088653
litsearch_065,scholarloop_a,0.1,0.5,0.16666666666666669,0,302,2.758996400050819
litsearch_066,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_066,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_066,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_066,single_llm,0.1,1.0,0.18181818181818182,0,1668,11.645040799980052
litsearch_066,scholarloop_a,0.1,1.0,0.18181818181818182,0,466,3.617224199930206
litsearch_067,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_067,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_067,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_067,single_llm,0.0,0.0,0.0,0,1467,9.537889100029133
litsearch_067,scholarloop_a,0.0,0.0,0.0,0,274,2.5574049999704584
litsearch_068,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_068,bm25,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_068,neural_embedding,0.2,1.0,0.33333333333333337,0,0,0.0
litsearch_068,single_llm,0.2,1.0,0.33333333333333337,0,1475,10.9524143000599
litsearch_068,scholarloop_a,0.2,1.0,0.33333333333333337,0,355,2.5583300000289455
litsearch_069,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_069,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_069,neural_embedding,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_069,single_llm,0.1,1.0,0.18181818181818182,0,1418,10.026974500040524
litsearch_069,scholarloop_a,0.1,1.0,0.18181818181818182,0,341,2.767269599949941
litsearch_070,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_070,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_070,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_070,single_llm,0.0,0.0,0.0,0,1000,5.955359400017187
litsearch_070,scholarloop_a,0.0,0.0,0.0,0,294,2.4230753999436274
litsearch_071,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_071,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_071,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_071,single_llm,0.0,0.0,0.0,0,2006,17.978973699966446
litsearch_071,scholarloop_a,0.0,0.0,0.0,0,301,2.4308777999831364
litsearch_072,keyword,0.0,1.0,0.0,0,0,0.0
litsearch_072,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_072,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_072,single_llm,0.1,1.0,0.18181818181818182,0,774,3.8152816999936476
litsearch_072,scholarloop_a,0.0,1.0,0.0,0,387,2.872056999942288
litsearch_073,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_073,bm25,0.1,1.0,0.18181818181818182,0,0,0.0
litsearch_073,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_073,single_llm,0.1,1.0,0.18181818181818182,0,1696,13.67454729997553
litsearch_073,scholarloop_a,0.1,1.0,0.18181818181818182,0,231,1.8463669000193477
litsearch_074,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_074,bm25,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_074,neural_embedding,0.1,0.5,0.16666666666666669,0,0,0.0
litsearch_074,single_llm,0.1,0.5,0.16666666666666669,0,1745,14.63855550007429
litsearch_074,scholarloop_a,0.1,0.5,0.16666666666666669,0,360,3.2804744000313804
litsearch_075,keyword,0.0,0.0,0.0,0,0,0.0
litsearch_075,bm25,0.0,0.0,0.0,0,0,0.0
litsearch_075,neural_embedding,0.0,0.0,0.0,0,0,0.0
litsearch_075,single_llm,0.0,0.0,0.0,0,755,3.2326551999431103
