query_id,split,system,P@10,R@20,F1,NDCG@20,hallucinated_or_out_of_pool,total_tokens,latency_s
litsearch_016,test,bm25,0.1,1.0,0.18181818181818182,0.5,0,0,0.0
litsearch_016,test,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_016,test,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1278,8.060325199970976
litsearch_016,test,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,268,2.2945771999657154
litsearch_016,test,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_016,test,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.7315679999992426
litsearch_017,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_017,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_017,train,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_017,train,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1186,7.642222100053914
litsearch_017,train,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,250,1.8693549999734387
litsearch_017,train,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_017,train,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.5827895000002172
litsearch_018,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_018,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_018,train,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_018,train,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1147,7.487644599983469
litsearch_018,train,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,291,2.3806135000195354
litsearch_018,train,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_018,train,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.7439816000005521
litsearch_019,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_019,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_019,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_019,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,804,3.413054500008002
litsearch_019,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.5,0,357,2.452036099974066
litsearch_019,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.5,0,0,0.0
litsearch_019,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,2.064089100000274
litsearch_020,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_020,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_020,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.3010299956639812,0,0,0.0
litsearch_020,train,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1647,11.607440200052224
litsearch_020,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.3562071871080222,0,296,2.1471561000216752
litsearch_020,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.43067655807339306,0,0,0.0
litsearch_020,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,1.981244799997512
litsearch_021,test,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_021,test,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_021,test,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_021,test,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,848,3.4515960999997333
litsearch_021,test,scholarloop_a_v1_frozen,0.0,1.0,0.0,0.26264953503719357,0,277,2.4256892999401316
litsearch_021,test,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_021,test,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.4732867999991868
litsearch_022,test,keyword,0.1,1.0,0.18181818181818182,0.3562071871080222,0,0,0.0
litsearch_022,test,bm25,0.1,1.0,0.18181818181818182,0.2890648263178879,0,0,0.0
litsearch_022,test,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.3562071871080222,0,0,0.0
litsearch_022,test,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,0.6309297535714575,0,1189,6.772325599915348
litsearch_022,test,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.5,0,364,2.5020429000724107
litsearch_022,test,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
litsearch_022,test,scholarloop_a_v2,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,1.6259012000009534
litsearch_023,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_023,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_023,train,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_023,train,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1746,11.790069099981338
litsearch_023,train,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,320,2.123343500075862
litsearch_023,train,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_023,train,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.5870983999993769
litsearch_024,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_024,train,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_024,train,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_024,train,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1392,9.464606199995615
litsearch_024,train,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,252,2.348888300010003
litsearch_024,train,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_024,train,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.45011820000218
litsearch_025,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_025,train,bm25,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_025,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_025,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1005,5.305681199999526
litsearch_025,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,261,2.0927823000820354
litsearch_025,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_025,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.6564768999996886
litsearch_026,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_026,train,bm25,0.1,0.5,0.16666666666666669,0.2640681225725909,0,0,0.0
litsearch_026,train,neural_embedding_v2,0.0,0.5,0.0,0.1710330840677181,0,0,0.0
litsearch_026,train,single_llm_frozen_m010,0.1,0.5,0.16666666666666669,0.38685280723454163,0,989,6.6106862999731675
litsearch_026,train,scholarloop_a_v1_frozen,0.2,1.0,0.33333333333333337,0.5,0,326,2.695755900000222
litsearch_026,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.4676164214719373,0,0,0.0
litsearch_026,train,scholarloop_a_v2,0.2,1.0,0.33333333333333337,0.7903864795495061,0,0,1.6696191999981238
litsearch_027,train,keyword,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
litsearch_027,train,bm25,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_027,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_027,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1632,11.487507099984214
litsearch_027,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,249,2.2827249999390915
litsearch_027,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_027,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.5970901000000595
litsearch_028,train,keyword,0.1,1.0,0.18181818181818182,0.3333333333333333,0,0,0.0
litsearch_028,train,bm25,0.1,1.0,0.18181818181818182,0.5,0,0,0.0
litsearch_028,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.3010299956639812,0,0,0.0
litsearch_028,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,946,4.918310899985954
litsearch_028,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.5,0,264,2.0540746999904513
litsearch_028,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.43067655807339306,0,0,0.0
litsearch_028,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,1.5061224000019138
litsearch_029,test,keyword,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
litsearch_029,test,bm25,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_029,test,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_029,test,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,0.5,0,1464,9.916738900006749
litsearch_029,test,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,268,2.1991057000122964
litsearch_029,test,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_029,test,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.6769899999999325
litsearch_030,test,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_030,test,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_030,test,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_030,test,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1211,7.3028310999507084
litsearch_030,test,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,227,1.599161499994807
litsearch_030,test,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_030,test,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.3870900000001711
litsearch_031,train,keyword,0.1,1.0,0.18181818181818182,0.31546487678572877,0,0,0.0
litsearch_031,train,bm25,0.1,1.0,0.18181818181818182,0.5,0,0,0.0
litsearch_031,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_031,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1279,9.512880600057542
litsearch_031,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,238,2.633574799983762
litsearch_031,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_031,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.0190091000004031
litsearch_032,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_032,train,bm25,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_032,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_032,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1260,8.121765900054015
litsearch_032,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,383,3.3563975000288337
litsearch_032,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_032,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.8803294000026654
litsearch_033,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_033,train,bm25,0.1,1.0,0.18181818181818182,0.3010299956639812,0,0,0.0
litsearch_033,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
litsearch_033,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,0.43067655807339306,0,2476,22.02600769989658
litsearch_033,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.3010299956639812,0,286,2.8302487999899313
litsearch_033,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_033,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.9303432000015164
litsearch_034,train,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_034,train,bm25,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
litsearch_034,train,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_034,train,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,0.3562071871080222,0,1504,11.263737899949774
litsearch_034,train,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,1.0,0,241,1.6755140000022948
litsearch_034,train,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_034,train,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,2.049953000001551
litsearch_035,holdout,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_035,holdout,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_035,holdout,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_035,holdout,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1390,9.493526199948974
litsearch_035,holdout,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,286,2.121514099999331
litsearch_035,holdout,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_035,holdout,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,1.4053739000009955
litsearch_036,holdout,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_036,holdout,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_036,holdout,neural_embedding_v2,0.1,1.0,0.18181818181818182,1.0,0,0,0.0
litsearch_036,holdout,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1747,12.180661299964413
litsearch_036,holdout,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,319,2.1516858000541106
litsearch_036,holdout,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.6309297535714575,0,0,0.0
litsearch_036,holdout,scholarloop_a_v2,0.1,1.0,0.18181818181818182,1.0,0,0,1.529754999999568
litsearch_037,test,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_037,test,bm25,0.1,1.0,0.18181818181818182,0.3010299956639812,0,0,0.0
litsearch_037,test,neural_embedding_v2,0.1,1.0,0.18181818181818182,0.3333333333333333,0,0,0.0
litsearch_037,test,single_llm_frozen_m010,0.1,1.0,0.18181818181818182,1.0,0,1428,8.836164799984545
litsearch_037,test,scholarloop_a_v1_frozen,0.1,1.0,0.18181818181818182,0.38685280723454163,0,268,2.08444430003874
litsearch_037,test,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.3333333333333333,0,0,0.0
litsearch_037,test,scholarloop_a_v2,0.1,1.0,0.18181818181818182,0.3333333333333333,0,0,1.2902696000019205
litsearch_038,test,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_038,test,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_038,test,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_038,test,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1291,8.973190799937584
litsearch_038,test,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,306,2.2196940999710932
litsearch_038,test,scholarloop_a_v2_no_rerank,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_038,test,scholarloop_a_v2,0.0,0.0,0.0,0.0,0,0,2.2672453000013775
litsearch_039,holdout,keyword,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_039,holdout,bm25,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_039,holdout,neural_embedding_v2,0.0,0.0,0.0,0.0,0,0,0.0
litsearch_039,holdout,single_llm_frozen_m010,0.0,0.0,0.0,0.0,0,1246,7.698971999925561
litsearch_039,holdout,scholarloop_a_v1_frozen,0.0,0.0,0.0,0.0,0,244,1.5905024000676349
litsearch_039,holdout,scholarloop_a_v2_no_rerank,0.1,1.0,0.18181818181818182,0.38685280723454163,0,0,0.0
